88 	88
73 	73
24 	24
29 	29
11 	11
6 	6
82 	82
59 	59
46 	46
42 	42
42 	42
88 	88
24 	24
51 	51
65 	65
58 	58
71 	71
48 	48
58 	58
53 	53
66 	66
98 	98
73 	73
81 	81
98 	98
25 	25
51 	51
44 	44
19 	19
10 	10
37 	37
29 	29
55 	55
80 	80
45 	45
17 	17
81 	81
15 	15
48 	48
17 	17
41 	41
87 	87
15 	15
14 	14
78 	78
57 	57
67 	67
90 	90
72 	72
36 	36
60 	60
90 	90
77 	77
19 	19
23 	23
65 	65
11 	11
70 	70
24 	24
67 	67
28 	28
46 	46
34 	34
94 	94
93 	93
80 	80
65 	65
32 	32
12 	12
3 	3
77 	77
90 	90
51 	51
43 	43
80 	80
57 	57
14 	14
72 	72
32 	32
2 	2
43 	43
82 	82
76 	76
78 	78
30 	30
92 	92
50 	50
42 	42
93 	93
43 	43
63 	63
40 	40
67 	67
3 	3
24 	24
52 	52
83 	83
41 	41
7 	7
77 	77
60 	60
38 	38
83 	83
35 	35
40 	40
20 	20
4 	4
67 	67
90 	90
20 	20
42 	42
99 	99
41 	41
6 	6
3 	3
63 	63
98 	98
47 	47
97 	97
32 	32
66 	66
9 	9
63 	63
60 	60
52 	52
67 	67
13 	13
38 	38
74 	74
54 	54
26 	26
50 	50
74 	74
89 	89
91 	91
24 	24
2 	2
74 	74
11 	11
59 	59
1 	1
66 	66
11 	11
44 	44
14 	14
99 	99
84 	84
37 	37
63 	63
6 	6
8 	8
79 	79
30 	30
88 	88
58 	58
93 	93
37 	37
11 	11
61 	61
54 	54
61 	61
12 	12
50 	50
52 	52
43 	43
6 	6
55 	55
84 	84
13 	13
97 	97
67 	67
80 	80
13 	13
8 	8
90 	90
99 	99
10 	10
11 	11
31 	31
39 	39
67 	67
51 	51
26 	26
94 	94
81 	81
82 	82
27 	27
53 	53
74 	74
93 	93
20 	20
9 	9
96 	96
49 	49
56 	56
8 	8
92 	92
69 	69
35 	35
41 	41
5 	5
45 	45
32 	32
21 	21
64 	64
1 	1
5 	5
56 	56
1 	1
67 	67
45 	45
90 	90
11 	11
15 	15
87 	87
68 	68
18 	18
35 	35
23 	23
64 	64
48 	48
59 	59
24 	24
77 	77
92 	92
98 	98
15 	15
87 	87
74 	74
85 	85
90 	90
5 	5
50 	50
28 	28
28 	28
28 	28
50 	50
53 	53
23 	23
99 	99
93 	93
73 	73
85 	85
65 	65
60 	60
67 	67
99 	99
91 	91
91 	91
14 	14
90 	90
65 	65
56 	56
29 	29
56 	56
11 	11
18 	18
39 	39
57 	57
37 	37
66 	66
79 	79
29 	29
22 	22
52 	52
28 	28
10 	10
53 	53
64 	64
64 	64
8 	8
31 	31
47 	47
62 	62
2 	2
53 	53
14 	14
70 	70
29 	29
41 	41
59 	59
54 	54
63 	63
97 	97
79 	79
48 	48
92 	92
8 	8
13 	13
96 	96
20 	20
47 	47
47 	47
54 	54
78 	78
59 	59
80 	80
53 	53
73 	73
25 	25
15 	15
93 	93
80 	80
99 	99
76 	76
51 	51
69 	69
16 	16
63 	63
31 	31
93 	93
2 	2
99 	99
88 	88
53 	53
27 	27
82 	82
29 	29
57 	57
42 	42
79 	79
45 	45
24 	24
1 	1
3 	3
57 	57
76 	76
75 	75
23 	23
21 	21
20 	20
4 	4
92 	92
12 	12
35 	35
79 	79
19 	19
68 	68
20 	20
83 	83
81 	81
44 	44
91 	91
95 	95
71 	71
59 	59
3 	3
11 	11
90 	90
20 	20
10 	10
78 	78
66 	66
60 	60
33 	33
72 	72
49 	49
74 	74
11 	11
76 	76
37 	37
76 	76
60 	60
7 	7
36 	36
15 	15
88 	88
48 	48
8 	8
2 	2
41 	41
41 	41
81 	81
35 	35
39 	39
37 	37
40 	40
61 	61
22 	22
20 	20
15 	15
13 	13
64 	64
75 	75
30 	30
25 	25
58 	58
91 	91
44 	44
3 	3
38 	38
17 	17
84 	84
24 	24
42 	42
8 	8
77 	77
63 	63
1 	1
47 	47
28 	28
36 	36
86 	86
59 	59
65 	65
94 	94
37 	37
76 	76
48 	48
99 	99
37 	37
93 	93
25 	25
85 	85
77 	77
7 	7
45 	45
24 	24
76 	76
60 	60
29 	29
69 	69
84 	84
72 	72
76 	76
45 	45
45 	45
23 	23
87 	87
86 	86
69 	69
46 	46
60 	60
85 	85
70 	70
40 	40
11 	11
87 	87
92 	92
79 	79
1 	1
8 	8
24 	24
17 	17
31 	31
70 	70
12 	12
76 	76
75 	75
64 	64
13 	13
97 	97
40 	40
51 	51
45 	45
43 	43
8 	8
26 	26
64 	64
35 	35
94 	94
65 	65
75 	75
9 	9
18 	18
45 	45
84 	84
29 	29
18 	18
26 	26
61 	61
15 	15
22 	22
88 	88
2 	2
76 	76
94 	94
39 	39
52 	52
83 	83
26 	26
43 	43
3 	3
44 	44
48 	48
54 	54
91 	91
95 	95
30 	30
85 	85
26 	26
56 	56
44 	44
76 	76
59 	59
72 	72
85 	85
32 	32
92 	92
79 	79
69 	69
19 	19
83 	83
52 	52
87 	87
66 	66
51 	51
33 	33
44 	44
11 	11
44 	44
84 	84
94 	94
24 	24
46 	46
96 	96
27 	27
34 	34
34 	34
18 	18
61 	61
98 	98
31 	31
57 	57
90 	90
75 	75
64 	64
49 	49
53 	53
87 	87
15 	15
67 	67
89 	89
31 	31
33 	33
30 	30
11 	11
31 	31
95 	95
22 	22
18 	18
16 	16
9 	9
30 	30
71 	71
48 	48
92 	92
22 	22
56 	56
65 	65
19 	19
42 	42
53 	53
20 	20
9 	9
88 	88
43 	43
54 	54
92 	92
90 	90
80 	80
79 	79
27 	27
68 	68
25 	25
33 	33
63 	63
81 	81
60 	60
41 	41
27 	27
53 	53
51 	51
97 	97
85 	85
55 	55
8 	8
45 	45
87 	87
71 	71
57 	57
25 	25
32 	32
68 	68
87 	87
61 	61
33 	33
87 	87
18 	18
83 	83
72 	72
7 	7
11 	11
14 	14
96 	96
